,0
vm_percent,21.666666666666668
swap_percent,0.5
cpuloadavg_1min,18.56689453125
cpuloadavg_5min,18.585205078125
cpu_0,2828.4516666666664
cpu_1,2105.563
cpu_psi_total,655623305.6666666
mem_psi_total,106372248.0
io_psi_total,30411608484.666668
acc,47.200003266334534
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
