,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 17:51:39.193954,2070.603,3432.038,4077.945,3560.993,2150.657,2147.789,3420.015,4257.767,2116.642,4273.359,3550.876,3441.117,2137.074,2145.087,3416.237,2200.0,639504349.0,0.03,0.05,0.05,106372248.0,0.0,0.0,0.0,30321317416.0,0.65,1.45,2.24,5,1014,12288,29.04052734375,18.9910888671875,15.4388427734375,50418458624,40306028544,20.1,9253908480,8115384320,13341892608,25872019456,1473302528,31575863296,250036224,2319749120,99998494720,455307264,99543187456,0.5,1125670912,4198232064,1806978,4386789,86443638784,356266861568,37368141,174949300,307730,4834146,50178288
1,2024-04-18 17:51:41.404985,2800.0,4154.906,3542.728,3358.82,3599.779,2200.0,3600.0,2200.0,2799.85,4194.104,4172.814,3576.967,3596.263,3601.894,3600.0,3590.69,639523770.0,0.02,0.05,0.05,106372248.0,0.0,0.0,0.0,30321321192.0,0.53,1.4,2.22,0,1395,12288,42.730712890625,21.9970703125,16.4306640625,50418458624,39445708800,21.8,9967706112,7255040000,14108557312,25872044032,1473314816,31722397696,396558336,2324267008,99998494720,455307264,99543187456,0.5,1125670912,4198232064,1806978,4386807,86443638784,356266984448,37368141,174949339,307730,4834158,50178304
