,0
vm_percent,21.733333333333334
swap_percent,0.5
cpuloadavg_1min,11.381022135416666
cpuloadavg_5min,14.451090494791666
cpu_0,2676.2233333333334
cpu_1,2122.565666666667
cpu_psi_total,652900180.3333334
mem_psi_total,106372248.0
io_psi_total,30394826521.333332
acc,9.000000357627869
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
