,0
vm_percent,26.53333333333333
swap_percent,0.0
cpuloadavg_1min,15.549045138888888
cpuloadavg_5min,14.590115017361109
cpu_0,3943.2256666666667
cpu_1,3936.950666666667
cpu_psi_total,120336098.0
mem_psi_total,220651.0
io_psi_total,956979438.3333334
acc,8.400000631809235
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
