,0
vm_percent,26.2
swap_percent,0.0
cpuloadavg_1min,32.218424479166664
cpuloadavg_5min,25.113932291666668
cpu_0,3723.9469999999997
cpu_1,3701.827333333333
cpu_psi_total,177893686.33333334
mem_psi_total,223036.0
io_psi_total,1038024755.0
acc,56.00000023841858
prune_config,random_unstructured
prune_ratio,0.6000000000000001
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
