,0
vm_percent,26.633333333333336
swap_percent,0.0
cpuloadavg_1min,14.580620659722221
cpuloadavg_5min,12.655978732638891
cpu_0,3561.181666666667
cpu_1,3507.8430000000003
cpu_psi_total,151779592.66666666
mem_psi_total,220651.0
io_psi_total,1012034098.6666666
acc,70.40000557899475
prune_config,l1_unstructured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
