,0
vm_percent,24.166666666666668
swap_percent,0.0
cpuloadavg_1min,12.684461805555557
cpuloadavg_5min,14.83154296875
cpu_0,3419.326333333333
cpu_1,3338.7623333333336
cpu_psi_total,81113957.33333333
mem_psi_total,214796.0
io_psi_total,915734695.6666666
acc,7.400000095367432
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,resnet
batchsz_arg,32
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
