,0
vm_percent,27.200000000000003
swap_percent,0.0
cpuloadavg_1min,10.752360026041664
cpuloadavg_5min,13.779025607638888
cpu_0,3732.3396666666663
cpu_1,3258.2129999999997
cpu_psi_total,147082469.33333334
mem_psi_total,220651.0
io_psi_total,1000873407.8333334
acc,70.20000219345093
prune_config,random_unstructured
prune_ratio,0.1
model_name,vgg16
batchsz_arg,8
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
