,0
vm_percent,18.766666666666666
swap_percent,0.5
cpuloadavg_1min,23.258463541666668
cpuloadavg_5min,16.9952392578125
cpu_0,2846.9583333333335
cpu_1,2706.892333333333
cpu_psi_total,623259675.3333334
mem_psi_total,106372248.0
io_psi_total,30107825629.666668
acc,NDF-OOM
prune_config,random_unstructured
prune_ratio,0.0
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
