,0
vm_percent,26.783333333333335
swap_percent,0.0
cpuloadavg_1min,11.135525173611114
cpuloadavg_5min,15.292019314236112
cpu_0,3798.9150000000004
cpu_1,3810.757833333333
cpu_psi_total,143967341.0
mem_psi_total,220651.0
io_psi_total,995708827.8333334
acc,23.600001633167267
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,4
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
