,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 17:13:12.893850,2157.514,2200.0,2155.216,4165.578,2406.524,2200.0,4271.491,2200.0,2056.131,2209.926,2200.0,3897.347,2464.323,4172.964,4289.622,2139.28,630627900.0,0.1,0.12,0.07,106372248.0,0.0,0.0,0.0,30253143634.0,1.07,2.45,3.31,0,848,12288,35.577392578125,22.2381591796875,13.9404296875,50418458624,40497188864,19.7,9040179200,8334622720,13165629440,25850875904,1461297152,31582359552,272605184,2315255808,99998494720,455307264,99543187456,0.5,1125670912,4198232064,1806938,4361682,86442324992,355857859584,37367164,174238419,307730,4807760,49936936
1,2024-04-18 17:13:15.157367,4085.407,4098.482,4084.086,4084.405,4079.004,4099.873,4078.368,4099.566,4078.661,4084.116,4099.503,4099.983,4079.016,4078.984,4099.709,4099.991,630652669.0,0.08,0.11,0.07,106372248.0,0.0,0.0,0.0,30253260319.0,1.78,2.53,3.32,0,1213,12288,33.2275390625,21.97265625,13.897705078125,50418458624,39694888960,21.3,9750773760,7532273664,13873446912,25850925056,1461325824,31674085376,364310528,2317680640,99998494720,455307264,99543187456,0.5,1125670912,4198232064,1806938,4361699,86442324992,355858297856,37367164,174239161,307730,4807807,49937684
