,0
vm_percent,25.833333333333332
swap_percent,0.0
cpuloadavg_1min,35.41395399305556
cpuloadavg_5min,23.81863064236111
cpu_0,3711.3520000000003
cpu_1,3720.1319999999996
cpu_psi_total,86105594.33333333
mem_psi_total,217120.0
io_psi_total,919943989.3333334
acc,0.20000000949949026
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
