,0
vm_percent,27.633333333333336
swap_percent,0.0
cpuloadavg_1min,20.32741970486111
cpuloadavg_5min,16.771104600694443
cpu_0,3812.0643333333333
cpu_1,3800.6596666666665
cpu_psi_total,143297174.66666666
mem_psi_total,220651.0
io_psi_total,994693923.3333334
acc,NDF-OOM
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,32
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
