,0
vm_percent,21.733333333333334
swap_percent,0.5
cpuloadavg_1min,15.471394856770834
cpuloadavg_5min,18.24951171875
cpu_0,3152.8430000000003
cpu_1,2641.5423333333333
cpu_psi_total,655361692.6666666
mem_psi_total,106372248.0
io_psi_total,30410938422.666668
acc,43.60000193119049
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
