,0
vm_percent,25.566666666666663
swap_percent,0.5
cpuloadavg_1min,15.765380859375
cpuloadavg_5min,19.5770263671875
cpu_0,2133.260333333333
cpu_1,2128.065666666667
cpu_psi_total,682396793.3333334
mem_psi_total,106372711.0
io_psi_total,30589810037.666668
acc,32.8000009059906
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,googlenet
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
