,0
vm_percent,25.200000000000003
swap_percent,0.0
cpuloadavg_1min,10.884602864583334
cpuloadavg_5min,13.852267795138888
cpu_0,4198.845333333334
cpu_1,3044.2539999999995
cpu_psi_total,104418039.66666667
mem_psi_total,217134.0
io_psi_total,936140857.6666666
acc,55.400002002716064
prune_config,l1_unstructured
prune_ratio,0.1
model_name,alexnet
batchsz_arg,8
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
