,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23,cpu_24,cpu_25,cpu_26,cpu_27,cpu_28,cpu_29,cpu_30,cpu_31,cpu_32,cpu_33,cpu_34,cpu_35,cpu_36,cpu_37,cpu_38,cpu_39,cpu_40,cpu_41,cpu_42,cpu_43,cpu_44,cpu_45,cpu_46,cpu_47,cpu_48,cpu_49,cpu_50,cpu_51,cpu_52,cpu_53,cpu_54,cpu_55,cpu_56,cpu_57,cpu_58,cpu_59,cpu_60,cpu_61,cpu_62,cpu_63,cpu_64,cpu_65,cpu_66,cpu_67,cpu_68,cpu_69,cpu_70,cpu_71,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time,coretemp-Package id 0-current,coretemp-Package id 0-high,coretemp-Package id 0-critical,coretemp-Core 11-current,coretemp-Core 11-high,coretemp-Core 11-critical,coretemp-Core 16-current,coretemp-Core 16-high,coretemp-Core 16-critical,coretemp-Core 17-current,coretemp-Core 17-high,coretemp-Core 17-critical,coretemp-Core 18-current,coretemp-Core 18-high,coretemp-Core 18-critical,coretemp-Core 19-current,coretemp-Core 19-high,coretemp-Core 19-critical,coretemp-Core 20-current,coretemp-Core 20-high,coretemp-Core 20-critical,coretemp-Core 24-current,coretemp-Core 24-high,coretemp-Core 24-critical,coretemp-Core 25-current,coretemp-Core 25-high,coretemp-Core 25-critical,coretemp-Core 26-current,coretemp-Core 26-high,coretemp-Core 26-critical,coretemp-Core 27-current,coretemp-Core 27-high,coretemp-Core 27-critical,coretemp-Core 0-current,coretemp-Core 0-high,coretemp-Core 0-critical,coretemp-Core 1-current,coretemp-Core 1-high,coretemp-Core 1-critical,coretemp-Core 2-current,coretemp-Core 2-high,coretemp-Core 2-critical,coretemp-Core 3-current,coretemp-Core 3-high,coretemp-Core 3-critical,coretemp-Core 4-current,coretemp-Core 4-high,coretemp-Core 4-critical,coretemp-Core 8-current,coretemp-Core 8-high,coretemp-Core 8-critical,coretemp-Core 9-current,coretemp-Core 9-high,coretemp-Core 9-critical,coretemp-Core 10-current,coretemp-Core 10-high,coretemp-Core 10-critical,coretemp-Package id 1-current,coretemp-Package id 1-high,coretemp-Package id 1-critical
0,2024-04-12 20:20:08.847282,6025.162,5927.754,6339.656,5390.554,5353.592,5602.489,5100.293000000001,6276.6669999999995,5418.99,5849.415,8692.249,11231.561000000002,7572.82,6619.156,5998.656999999999,5702.746,5416.592999999999,17565.98,10990.945,9333.746000000001,7115.599,6789.5560000000005,10138.970000000001,10019.861,7079.367,7025.043,7093.5470000000005,6506.473,8708.167,8713.312,6030.5199999999995,6126.203,6917.223,9397.153999999999,7126.398,12164.947,5806.359,6836.393999999999,5143.713,5390.703,5280.025,5601.984,5126.987,6126.247,6059.568,6720.7339999999995,6326.012,11575.409,8236.524,7375.510999999999,5528.285,5233.219,5581.063,16010.331,11377.778,8696.245,7110.192,7110.484,9481.222,9520.345000000001,7180.798000000001,7015.785,7061.91,6450.4400000000005,8937.146999999999,8486.957,6044.326,5958.235000000001,7082.604,8654.502,7141.388999999999,12753.498999999998,475934832.0,32.65,20.25,6.17,0.0,0.0,0.0,0.0,128267943.0,0.41,0.34,0.07999999999999999,57,7102,23040,49.236111111111114,23.291666666666664,13.444444444444445,404328329216,396930633728,1.8,4688863232,373990146048,7431929856,19955388416,367951872,25281368064,18628608,1744019456,2147479552,0,2147479552,0.0,0,0,32617,254863,1262000640,29660570624,12151,609989,10946,226400,443148,45.0,91.0,101.0,39.0,91.0,101.0,41.0,91.0,101.0,40.0,91.0,101.0,40.0,91.0,101.0,40.0,91.0,101.0,39.0,91.0,101.0,41.0,91.0,101.0,39.0,91.0,101.0,39.0,91.0,101.0,41.0,91.0,101.0,42.0,91.0,101.0,42.0,91.0,101.0,40.0,91.0,101.0,40.0,91.0,101.0,39.0,91.0,101.0,39.0,91.0,101.0,41.0,91.0,101.0,39.0,91.0,101.0,42.0,91.0,101.0
