,0
vm_percent,25.933333333333337
swap_percent,0.0
cpuloadavg_1min,25.396050347222225
cpuloadavg_5min,20.458984374999996
cpu_0,3917.9003333333335
cpu_1,2939.677333333333
cpu_psi_total,101404077.66666667
mem_psi_total,217134.0
io_psi_total,931640489.0
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.7000000000000001
model_name,resnet
batchsz_arg,64
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
