,0
vm_percent,23.866666666666664
swap_percent,0.5
cpuloadavg_1min,16.27197265625
cpuloadavg_5min,15.216064453125
cpu_0,2134.5243333333333
cpu_1,2802.6783333333333
cpu_psi_total,661063425.6666666
mem_psi_total,106372648.0
io_psi_total,30446154432.666668
acc,72.40000367164612
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,8
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
