,0
vm_percent,26.433333333333334
swap_percent,0.0
cpuloadavg_1min,21.615939670138886
cpuloadavg_5min,16.284179687499996
cpu_0,3769.305666666667
cpu_1,2781.8050000000003
cpu_psi_total,126175421.33333333
mem_psi_total,220651.0
io_psi_total,964609020.6666666
acc,41.00000262260437
prune_config,random_unstructured
prune_ratio,0.4
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
