,0
vm_percent,23.833333333333332
swap_percent,0.5
cpuloadavg_1min,17.1478271484375
cpuloadavg_5min,16.322835286458332
cpu_0,3467.431333333334
cpu_1,2816.219333333333
cpu_psi_total,670386871.6666666
mem_psi_total,106372648.0
io_psi_total,30508886067.0
acc,70.00000476837158
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,8
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
