,0
vm_percent,25.53333333333333
swap_percent,0.0
cpuloadavg_1min,20.467122395833336
cpuloadavg_5min,16.46457248263889
cpu_0,3773.1730000000002
cpu_1,2675.7383333333332
cpu_psi_total,80248760.0
mem_psi_total,214796.0
io_psi_total,915108052.3333334
acc,28.00000011920929
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,resnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
