,0
vm_percent,22.766666666666666
swap_percent,0.5
cpuloadavg_1min,11.507161458333334
cpuloadavg_5min,16.190592447916668
cpu_0,2807.0113333333334
cpu_1,2206.6363333333334
cpu_psi_total,658047132.0
mem_psi_total,106372648.0
io_psi_total,30426816991.666668
acc,23.200000822544098
prune_config,random_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,16
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
