,0
vm_percent,25.366666666666664
swap_percent,0.5
cpuloadavg_1min,30.986531575520832
cpuloadavg_5min,27.0660400390625
cpu_0,4176.181666666667
cpu_1,2349.777666666667
cpu_psi_total,680467296.0
mem_psi_total,106372711.0
io_psi_total,30576783870.666668
acc,53.00000309944153
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
