,0
vm_percent,25.633333333333336
swap_percent,0.5
cpuloadavg_1min,22.719319661458332
cpuloadavg_5min,21.144612630208332
cpu_0,2139.0843333333337
cpu_1,2667.7833333333333
cpu_psi_total,683562777.6666666
mem_psi_total,106372711.0
io_psi_total,30594922973.666668
acc,69.40000057220459
prune_config,random_unstructured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,16
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
