,0
vm_percent,25.666666666666668
swap_percent,0.5
cpuloadavg_1min,12.7471923828125
cpuloadavg_5min,17.236328125
cpu_0,2874.9069999999997
cpu_1,2828.4410000000003
cpu_psi_total,687155893.3333334
mem_psi_total,106372711.0
io_psi_total,30613448590.333332
acc,56.00000023841858
prune_config,random_unstructured
prune_ratio,0.6000000000000001
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
