,0
vm_percent,25.46666666666667
swap_percent,0.5
cpuloadavg_1min,23.581949869791668
cpuloadavg_5min,18.760172526041668
cpu_0,2312.9436666666666
cpu_1,2863.1336666666666
cpu_psi_total,685415735.6666666
mem_psi_total,106372711.0
io_psi_total,30603548278.0
acc,64.60000276565552
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,32
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
