,0
vm_percent,26.100000000000005
swap_percent,0.0
cpuloadavg_1min,13.835991753472221
cpuloadavg_5min,14.158799913194445
cpu_0,3932.3953333333334
cpu_1,2896.783
cpu_psi_total,120680990.33333333
mem_psi_total,220651.0
io_psi_total,957447410.6666666
acc,8.400000631809235
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,8
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
