,0
vm_percent,23.333333333333332
swap_percent,0.5
cpuloadavg_1min,17.0440673828125
cpuloadavg_5min,16.436767578125
cpu_0,2816.9600000000005
cpu_1,2583.8643333333334
cpu_psi_total,663170376.6666666
mem_psi_total,106372648.0
io_psi_total,30459573698.333332
acc,70.40000557899475
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,16
num_workers_arg,8
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
