,0
vm_percent,26.933333333333334
swap_percent,0.0
cpuloadavg_1min,13.362630208333334
cpuloadavg_5min,13.285319010416666
cpu_0,3657.6896666666667
cpu_1,2752.1913333333337
cpu_psi_total,133756849.33333333
mem_psi_total,220651.0
io_psi_total,978905022.3333334
acc,NDF-OOM
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,128
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
