,0
vm_percent,23.633333333333336
swap_percent,0.5
cpuloadavg_1min,10.770670572916666
cpuloadavg_5min,11.833699544270834
cpu_0,2951.158333333333
cpu_1,2246.1833333333334
cpu_psi_total,666674199.3333334
mem_psi_total,106372648.0
io_psi_total,30483773349.333332
acc,26.000002026557922
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,32
num_workers_arg,4
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
