,0
vm_percent,26.71666666666667
swap_percent,0.0
cpuloadavg_1min,11.014811197916666
cpuloadavg_5min,12.525770399305555
cpu_0,3644.0496666666672
cpu_1,3629.4174999999996
cpu_psi_total,149532356.83333334
mem_psi_total,220651.0
io_psi_total,1006140033.0
acc,68.00000071525574
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
