,0
vm_percent,25.53333333333333
swap_percent,0.5
cpuloadavg_1min,27.909342447916668
cpuloadavg_5min,21.794637044270832
cpu_0,2832.4446666666663
cpu_1,2825.2450000000003
cpu_psi_total,682942774.3333334
mem_psi_total,106372711.0
io_psi_total,30592099254.666668
acc,22.600001096725464
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
