,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,cpu_0,cpu_1,cpu_psi_total,mem_psi_total,io_psi_total
0,6.1,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
1,7.1,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
2,7.1,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
3,7.3,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
4,7.3,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
5,7.3,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
6,7.4,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
7,7.4,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
8,7.5,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
9,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
10,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
11,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
12,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
13,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
14,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
15,7.6,0.0,3275.506591796875,3260.711669921875,1221088.927,1113682.9229999995,2352651743.0,958152.0,84107773948.0
