,0
vm_percent,24.599999999999998
swap_percent,0.0
cpuloadavg_1min,31.47379557291667
cpuloadavg_5min,22.568088107638886
cpu_0,3053.392333333333
cpu_1,3820.0453333333335
cpu_psi_total,170400027.66666666
mem_psi_total,223035.0
io_psi_total,1030466032.3333334
acc,70.40000557899475
prune_config,random_unstructured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,32
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
