,0
vm_percent,25.46666666666667
swap_percent,0.5
cpuloadavg_1min,27.080281575520832
cpuloadavg_5min,20.481363932291668
cpu_0,2629.9843333333333
cpu_1,2128.7933333333335
cpu_psi_total,686080659.3333334
mem_psi_total,106372711.0
io_psi_total,30607489831.666668
acc,65.40000438690186
prune_config,random_unstructured
prune_ratio,0.4
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
