,0
vm_percent,21.96666666666667
swap_percent,0.5
cpuloadavg_1min,18.408203125
cpuloadavg_5min,19.915771484375
cpu_0,2804.1180000000004
cpu_1,2784.279666666667
cpu_psi_total,647547326.3333334
mem_psi_total,106372248.0
io_psi_total,30357759844.333332
acc,54.60000038146973
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,128
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
