,0
vm_percent,24.866666666666664
swap_percent,0.0
cpuloadavg_1min,39.89393446180555
cpuloadavg_5min,22.455512152777775
cpu_0,3936.374333333333
cpu_1,3933.572
cpu_psi_total,169933780.66666666
mem_psi_total,223035.0
io_psi_total,1030237466.3333334
acc,21.800000965595245
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,4
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
