,0
vm_percent,1.5
swap_percent,0.0
cpuloadavg_1min,4.388888888888888
cpuloadavg_5min,4.666666666666666
cpu_0,1027.82225
cpu_1,1577.6747500000001
cpu_psi_total,521593297.0
mem_psi_total,0.0
io_psi_total,198599500.5
acc,0.0
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,32
num_workers_arg,2
chipset_name,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz
arch,x86_64
l1_size,1.1 MiB
l2_size,36 MiB
