,0
vm_percent,24.833333333333332
swap_percent,0.5
cpuloadavg_1min,12.129720052083334
cpuloadavg_5min,14.204915364583334
cpu_0,2879.494666666667
cpu_1,2172.0726666666665
cpu_psi_total,672754414.3333334
mem_psi_total,106372648.0
io_psi_total,30527883039.666668
acc,NDF-OOM
prune_config,random_unstructured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,64
num_workers_arg,4
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
