,0
vm_percent,24.433333333333337
swap_percent,0.5
cpuloadavg_1min,11.4471435546875
cpuloadavg_5min,13.31787109375
cpu_0,3194.121333333333
cpu_1,2843.0636666666664
cpu_psi_total,673093143.0
mem_psi_total,106372648.0
io_psi_total,30529856928.333332
acc,57.40000009536743
prune_config,random_unstructured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
