,0
vm_percent,27.23333333333333
swap_percent,0.0
cpuloadavg_1min,22.035047743055554
cpuloadavg_5min,15.123155381944445
cpu_0,3941.8669999999997
cpu_1,3841.9933333333333
cpu_psi_total,119790083.33333333
mem_psi_total,220651.0
io_psi_total,955935184.6666666
acc,8.400000631809235
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,128
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
