,0
vm_percent,25.666666666666668
swap_percent,0.0
cpuloadavg_1min,13.860405815972223
cpuloadavg_5min,21.587456597222218
cpu_0,3985.356333333333
cpu_1,4010.854333333333
cpu_psi_total,160747857.33333334
mem_psi_total,223035.0
io_psi_total,1020599436.6666666
acc,70.40000557899475
prune_config,ln_structured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,32
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
