,0
vm_percent,25.599999999999998
swap_percent,0.0
cpuloadavg_1min,15.695529513888888
cpuloadavg_5min,15.49072265625
cpu_0,3857.9966666666674
cpu_1,3901.337333333333
cpu_psi_total,79833798.0
mem_psi_total,214796.0
io_psi_total,914909879.6666666
acc,28.00000011920929
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,resnet
batchsz_arg,32
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
