,0
vm_percent,21.23333333333333
swap_percent,0.5
cpuloadavg_1min,21.015421549479168
cpuloadavg_5min,20.435587565104168
cpu_0,2876.5013333333336
cpu_1,2165.872
cpu_psi_total,647467013.3333334
mem_psi_total,106372248.0
io_psi_total,30357604211.333332
acc,54.60000038146973
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,128
num_workers_arg,8
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
