,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 20:28:06.826375,4160.885,4119.982,4122.341,4146.19,4118.559,4200.091,4062.316,4080.529,4004.797,4199.107,4003.302,4201.364,162477401.0,0.29,0.63,0.67,223035.0,0.0,0.0,0.0,1021571318.0,0.13,0.17,0.36,0,16,4096,11.90185546875,17.948404947916664,17.777506510416664,16591138816,12739026944,23.2,2927091712,1996292096,4477812736,8605085696,244400128,11423354880,575123456,829865984,32766947328,274432,32766672896,0.0,0,61440,114396,141239,4789235200,15925078016,1946830,5249856,25391,265476,2365828
1,2024-04-18 20:28:09.114349,4025.134,4025.074,4025.103,4000.002,4000.01,3999.997,4000.003,4025.071,4025.082,4025.24,4000.006,4025.831,162562677.0,0.23,0.6,0.66,223035.0,0.0,0.0,0.0,1021579394.0,0.29,0.2,0.36,0,137,4096,11.612955729166668,17.78564453125,17.724609375,16591138816,12149702656,26.8,3489042432,1406943232,4938661888,8605110272,244400128,11450753024,602513408,834330624,32766947328,274432,32766672896,0.0,0,61440,114396,141240,4789235200,15925082112,1946830,5249966,25391,265476,2365936
