,0
vm_percent,1.5
swap_percent,0.0
cpuloadavg_1min,7.238888888888889
cpuloadavg_5min,5.158333333333333
cpu_0,1000.0608
cpu_1,1000.5665999999999
cpu_psi_total,647471738.8
mem_psi_total,0.0
io_psi_total,200757070.2
acc,72.20000624656677
prune_config,ln_structured
prune_ratio,0.0
model_name,vgg16
batchsz_arg,64
num_workers_arg,4
chipset_name,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz
arch,x86_64
l1_size,1.1 MiB
l2_size,36 MiB
