,0
vm_percent,26.88333333333333
swap_percent,0.0
cpuloadavg_1min,10.114203559027777
cpuloadavg_5min,13.845486111111112
cpu_0,3943.6351666666665
cpu_1,3975.033
cpu_psi_total,144912532.83333334
mem_psi_total,220651.0
io_psi_total,997171095.8333334
acc,16.00000113248825
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
