,0
vm_percent,26.46666666666667
swap_percent,0.0
cpuloadavg_1min,15.310329861111112
cpuloadavg_5min,15.155707465277777
cpu_0,4093.5869999999995
cpu_1,4116.402666666666
cpu_psi_total,110722502.0
mem_psi_total,217134.0
io_psi_total,944707590.0
acc,53.800004720687866
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,64
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
