,0
vm_percent,26.233333333333334
swap_percent,0.0
cpuloadavg_1min,25.553385416666668
cpuloadavg_5min,20.482042100694446
cpu_0,3810.4663333333338
cpu_1,2815.7046666666665
cpu_psi_total,164777915.0
mem_psi_total,223035.0
io_psi_total,1024264354.0
acc,52.799999713897705
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
