,0
vm_percent,24.799999999999997
swap_percent,0.0
cpuloadavg_1min,11.671278211805557
cpuloadavg_5min,12.891981336805557
cpu_0,4071.271666666666
cpu_1,4000.907333333333
cpu_psi_total,107248138.33333333
mem_psi_total,217134.0
io_psi_total,940731013.3333334
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.4
model_name,alexnet
batchsz_arg,64
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
