,0
vm_percent,25.633333333333336
swap_percent,0.0
cpuloadavg_1min,10.632324218749998
cpuloadavg_5min,12.920464409722221
cpu_0,3472.5840000000003
cpu_1,3532.510333333333
cpu_psi_total,148594705.33333334
mem_psi_total,220651.0
io_psi_total,1004559855.6666666
acc,NDF-OOM
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,128
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
