,0
vm_percent,26.166666666666668
swap_percent,0.0
cpuloadavg_1min,13.689507378472221
cpuloadavg_5min,14.12353515625
cpu_0,4039.5046666666663
cpu_1,2983.0646666666667
cpu_psi_total,120706849.66666667
mem_psi_total,220651.0
io_psi_total,957468267.3333334
acc,8.400000631809235
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
