,0
vm_percent,26.733333333333334
swap_percent,0.0
cpuloadavg_1min,11.128065321180555
cpuloadavg_5min,13.315158420138891
cpu_0,3583.7146666666667
cpu_1,3156.4268333333334
cpu_psi_total,147315224.33333334
mem_psi_total,220651.0
io_psi_total,1001389095.8333334
acc,70.20000219345093
prune_config,random_unstructured
prune_ratio,0.1
model_name,vgg16
batchsz_arg,4
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
