,0
vm_percent,21.8
swap_percent,0.5
cpuloadavg_1min,18.317667643229168
cpuloadavg_5min,16.6229248046875
cpu_0,2859.9240000000004
cpu_1,2149.407333333333
cpu_psi_total,638498255.6666666
mem_psi_total,106372248.0
io_psi_total,30314087335.333332
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,128
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
