,0
vm_percent,24.26666666666667
swap_percent,0.0
cpuloadavg_1min,12.923177083333334
cpuloadavg_5min,10.055881076388888
cpu_0,3968.340666666667
cpu_1,3971.1920000000005
cpu_psi_total,75541467.66666667
mem_psi_total,214796.0
io_psi_total,911069606.6666666
acc,66.60000085830688
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,64
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
