,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,cpu_0,cpu_1,cpu_psi_total,mem_psi_total,io_psi_total
0,6.1,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
1,7.2,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
2,7.2,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
3,7.3,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
4,7.4,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
5,7.4,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
6,7.4,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
7,7.5,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
8,7.6,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
9,7.6,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
10,7.6,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
11,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
12,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
13,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
14,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
15,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
16,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
17,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
18,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
19,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
20,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
21,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
22,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
23,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
24,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
25,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
26,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
27,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
28,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
29,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
30,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
31,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
32,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
33,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
34,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
35,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
36,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
37,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
38,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
39,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
40,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
41,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
42,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
43,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
44,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
45,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
46,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
47,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
48,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
49,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
50,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
51,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
52,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
53,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
54,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
55,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
56,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
57,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
58,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
59,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
60,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
61,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
62,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
63,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
64,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
65,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
66,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
67,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
68,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
69,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
70,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
71,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
72,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
73,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
74,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
75,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
76,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
77,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
78,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
79,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
80,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
81,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
82,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
83,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
84,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
85,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
86,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
87,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
88,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
89,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
90,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
91,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
92,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
93,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
94,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
95,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
96,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
97,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
98,7.8,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
99,7.8,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
100,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
101,7.7,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
102,7.8,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
103,7.8,0.0,3242.0623779296875,3211.4898681640625,1204213.2819999994,1205360.4609999987,2716181788.0,960144.0,88599321522.0
