,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 20:47:04.639950,3946.046,3898.745,4003.965,3900.693,800.0,3916.268,3917.965,800.0,3904.934,3941.23,3904.091,3926.303,173871943.0,1.16,0.8,0.72,223036.0,0.0,0.0,0.0,1033781734.0,0.51,0.41,0.6,18,16,4096,25.4638671875,21.565755208333336,19.864908854166664,16591138816,12709908480,23.4,2950123520,1946136576,4502745088,8614817792,251453440,11443425280,581226496,841826304,32766947328,274432,32766672896,0.0,0,61440,114807,143488,4792946176,15960860672,1949239,5306157,25761,271523,2410460
1,2024-04-18 20:47:06.885210,3296.683,3356.31,800.0,3298.989,3350.493,3365.656,3391.284,3283.633,3272.791,800.0,3272.826,3386.249,173893210.0,0.95,0.77,0.72,223036.0,0.0,0.0,0.0,1033784480.0,1.86,0.66,0.65,0,133,4096,25.4638671875,21.565755208333336,19.864908854166664,16591138816,12159803392,26.7,3489701888,1396023296,4948811776,8614817792,251453440,11453960192,591740928,845336576,32766947328,274432,32766672896,0.0,0,61440,114807,143488,4792946176,15960860672,1949239,5306157,25761,271523,2410460
