,0
vm_percent,25.633333333333336
swap_percent,0.5
cpuloadavg_1min,20.118204752604168
cpuloadavg_5min,20.6207275390625
cpu_0,2539.3726666666666
cpu_1,2619.1916666666666
cpu_psi_total,683700377.6666666
mem_psi_total,106372711.0
io_psi_total,30595693763.333332
acc,69.40000057220459
prune_config,random_unstructured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
