,0
vm_percent,26.133333333333336
swap_percent,0.0
cpuloadavg_1min,15.388997395833334
cpuloadavg_5min,13.792588975694443
cpu_0,3960.956
cpu_1,2861.704333333333
cpu_psi_total,106565556.0
mem_psi_total,217134.0
io_psi_total,939946423.3333334
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
