,0
vm_percent,25.666666666666668
swap_percent,0.5
cpuloadavg_1min,25.740559895833332
cpuloadavg_5min,20.969645182291668
cpu_0,2913.9566666666665
cpu_1,3299.1723333333334
cpu_psi_total,682829269.6666666
mem_psi_total,106372711.0
io_psi_total,30591641314.0
acc,22.600001096725464
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,16
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
