,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,ratio,memory_consumption,acc,prune_config,prune_ratio
0,44.10535714285714,0.19999999999999998,603.8818359375,470.3369140625,0.0,188638822.4,98.17166924476624,global_unstructured-L1Unstructured,0.0
1,70.375,0.19999999999999998,640.264892578125,603.2958984375,0.1,188638822.4,98.15500378608704,global_unstructured-L1Unstructured,0.1
2,74.59285714285716,0.19999999999999998,498.69384765625,546.112060546875,0.2,188638822.4,98.10667037963867,global_unstructured-L1Unstructured,0.2
3,75.34821428571429,0.19999999999999998,532.6507568359375,536.4959716796875,0.3,188638822.4,97.64333367347717,global_unstructured-L1Unstructured,0.3
4,74.85964912280701,0.19999999999999998,605.908203125,575.616455078125,0.4,188638822.4,96.02500200271606,global_unstructured-L1Unstructured,0.4
5,75.25438596491227,0.19999999999999998,564.3524169921875,553.5858154296875,0.5,188638822.4,84.54833626747131,global_unstructured-L1Unstructured,0.5
