,0
vm_percent,25.666666666666668
swap_percent,0.5
cpuloadavg_1min,21.235148111979168
cpuloadavg_5min,19.782511393229168
cpu_0,2829.6440000000002
cpu_1,2552.9553333333333
cpu_psi_total,686408861.6666666
mem_psi_total,106372711.0
io_psi_total,30608769187.666668
acc,58.60000252723694
prune_config,random_unstructured
prune_ratio,0.5
model_name,googlenet
batchsz_arg,64
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
