,0
vm_percent,21.733333333333334
swap_percent,0.5
cpuloadavg_1min,18.49365234375
cpuloadavg_5min,21.1639404296875
cpu_0,2125.1916666666666
cpu_1,2084.5506666666665
cpu_psi_total,646947301.3333334
mem_psi_total,106372248.0
io_psi_total,30353902167.666668
acc,55.20000457763672
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,alexnet
batchsz_arg,128
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
